transaction_id,transaction_date,product_id,customer_id,region_id,quantity,revenue,cost
T01061,2024-09-14,P04,C05,R03,3,1080,816
T01062,2024-10-30,P02,C09,R01,5,1170,860
T01063,2023-10-16,P05,C01,R04,3,291,183
T01064,2024-04-22,P03,C09,R04,5,1180,895
T01065,2023-08-19,P04,C010,R02,2,648,392
T01066,2024-02-24,P04,C07,R02,4,1132,720
T01067,2023-06-06,P02,C04,R04,1,186,140
T01068,2024-07-03,P01,C03,R04,2,382,248
T01069,2024-03-16,P03,C010,R03,2,662,428
T01070,2023-04-07,P04,C06,R04,1,292,213
T01071,2024-02-15,P02,C01,R02,3,474,345
T01072,2023-10-16,P05,C03,R01,3,330,243
T01073,2023-09-11,P04,C02,R03,3,1122,759
T01074,2023-07-15,P02,C09,R03,4,688,432
T01075,2024-08-20,P01,C03,R04,2,428,274
T01076,2024-06-05,P01,C02,R01,5,1185,745
T01077,2024-05-31,P04,C04,R03,1,307,209
T01078,2024-09-26,P04,C02,R02,2,626,380
T01079,2023-04-28,P03,C01,R04,3,936,654
T01080,2023-06-08,P02,C06,R02,1,243,170
T01081,2023-08-16,P04,C010,R04,5,1670,1015
T01082,2023-08-04,P03,C08,R03,2,640,414
T01083,2024-11-26,P03,C010,R04,2,628,496
T01084,2023-01-15,P04,C010,R01,4,1128,720
T01085,2023-06-06,P01,C02,R02,2,494,372
T01086,2024-10-09,P02,C09,R01,2,430,290
T01087,2023-09-18,P02,C03,R02,5,1095,700
T01088,2023-06-06,P01,C08,R02,5,1395,1075
T01089,2023-02-16,P04,C08,R04,1,398,313
T01090,2023-11-20,P02,C03,R03,3,549,360
T01091,2024-11-15,P04,C03,R03,5,1890,1480
T01092,2023-05-10,P04,C06,R01,1,382,278
T01093,2024-02-15,P03,C01,R04,2,698,460
T01094,2023-04-05,P01,C04,R03,1,245,164
T01095,2024-09-18,P04,C01,R02,1,302,203
T01096,2023-10-19,P05,C03,R02,1,115,69
T01097,2023-10-10,P01,C09,R04,1,244,176
T01098,2023-03-10,P02,C05,R01,5,1185,885
T01099,2024-10-21,P03,C05,R04,3,783,624
T01100,2023-01-11,P02,C04,R01,1,220,147
T01101,2023-09-11,P02,C03,R04,4,804,508
T01102,2024-07-03,P01,C05,R02,2,506,316
T01103,2023-05-14,P02,C04,R04,2,302,220
T01104,2024-12-12,P04,C08,R03,2,650,456
T01105,2023-01-23,P02,C04,R03,2,358,218
T01106,2023-12-12,P03,C08,R04,2,540,352
T01107,2023-10-29,P03,C06,R01,1,301,202
T01108,2023-12-29,P05,C05,R01,3,324,195
T01109,2024-01-31,P03,C04,R02,4,1124,676
T01110,2023-08-06,P02,C04,R02,5,755,510
T01111,2023-05-21,P03,C04,R01,4,1116,764
T01112,2024-09-07,P01,C09,R04,5,1155,690
T01113,2023-07-29,P03,C04,R02,5,1415,1060
T01114,2024-09-14,P04,C09,R01,4,1100,864
T01115,2024-09-07,P01,C010,R01,1,240,148
T01116,2024-11-13,P05,C06,R04,2,178,106
T01117,2024-04-04,P04,C010,R03,1,260,181
T01118,2023-12-22,P02,C07,R01,2,308,198
T01119,2023-11-20,P02,C010,R02,3,636,390
T01120,2023-05-13,P02,C03,R04,5,870,600
T01121,2023-05-07,P04,C08,R04,4,1272,892
T01122,2023-04-16,P04,C03,R04,3,945,669
T01123,2024-08-26,P04,C01,R03,2,634,424
T01124,2024-01-13,P01,C010,R03,1,253,152
T01125,2023-02-20,P01,C05,R02,4,776,484
T01126,2023-01-29,P02,C02,R02,5,1175,845
T01127,2024-04-06,P03,C010,R04,3,696,438
T01128,2023-10-23,P02,C06,R02,5,1015,805
T01129,2023-10-24,P05,C010,R01,2,178,140
T01130,2024-12-26,P01,C09,R03,5,1395,950
T01131,2024-02-11,P04,C01,R04,1,313,224
T01132,2024-09-04,P01,C04,R04,3,789,474
T01133,2024-02-09,P04,C01,R01,3,927,612
T01134,2023-12-12,P05,C01,R01,1,106,82
T01135,2024-09-13,P05,C08,R01,5,495,330
T01136,2024-02-24,P01,C02,R01,1,201,140
T01137,2023-07-01,P04,C01,R04,4,1148,720
T01138,2023-01-01,P05,C08,R03,1,74,54
T01139,2024-07-20,P02,C04,R03,5,1195,860
T01140,2024-01-06,P02,C03,R01,1,162,115
T01141,2024-10-22,P04,C04,R02,2,700,510
T01142,2024-03-06,P01,C05,R04,1,218,157
T01143,2023-11-05,P05,C01,R03,1,91,60
T01144,2023-05-17,P01,C01,R01,5,1050,825
T01145,2023-07-21,P02,C03,R02,4,952,616
T01146,2024-03-11,P05,C06,R02,4,308,188
T01147,2023-11-09,P01,C01,R01,5,1395,1025
T01148,2023-04-27,P03,C02,R04,5,1480,1065
T01149,2024-10-27,P04,C07,R03,5,1250,895
T01150,2024-07-28,P04,C01,R02,2,516,390
T01151,2023-09-01,P03,C07,R03,3,939,714
T01152,2024-06-20,P02,C04,R03,1,241,173
T01153,2024-08-24,P05,C010,R02,5,520,380
T01154,2023-03-16,P04,C06,R01,5,1995,1475
T01155,2024-01-21,P03,C08,R02,5,1425,915
T01156,2023-07-29,P03,C09,R02,4,1260,772
T01157,2024-04-19,P02,C06,R04,5,1115,700
T01158,2024-02-22,P02,C09,R03,1,238,158
T01159,2023-12-13,P01,C04,R01,5,1035,815
T01160,2024-06-12,P04,C06,R03,1,255,161
T01161,2024-10-01,P01,C08,R02,2,396,268
T01162,2023-06-28,P03,C09,R01,3,987,711
T01163,2023-07-01,P05,C03,R01,4,380,280
T01164,2024-10-25,P05,C02,R01,1,102,81
T01165,2023-01-25,P02,C06,R01,2,494,358
T01166,2023-06-29,P05,C04,R04,3,207,132
T01167,2024-12-10,P05,C01,R01,3,186,117
T01168,2024-05-15,P05,C08,R02,3,288,219
T01169,2023-06-10,P03,C09,R04,1,204,137
T01170,2023-06-26,P05,C09,R02,2,206,132
T01171,2023-10-12,P05,C02,R02,5,350,270
T01172,2023-03-04,P05,C09,R03,2,134,84
T01173,2024-10-23,P01,C07,R01,2,524,398
T01174,2024-10-27,P03,C05,R01,2,490,326
T01175,2023-06-05,P02,C07,R02,1,220,144
T01176,2024-04-13,P01,C09,R01,1,267,169
T01177,2023-02-18,P04,C08,R04,1,317,243
T01178,2023-03-25,P03,C06,R03,2,634,492
T01179,2023-12-27,P03,C04,R01,1,333,224
T01180,2024-11-19,P04,C01,R01,3,900,669
T01181,2023-05-28,P04,C06,R04,1,342,205
T01182,2024-09-21,P04,C03,R03,4,1100,800
T01183,2023-12-08,P02,C06,R04,1,163,114
T01184,2024-04-20,P05,C06,R02,1,71,45
T01185,2023-03-04,P03,C04,R02,1,222,134
T01186,2024-12-01,P05,C02,R01,1,98,77
T01187,2023-12-26,P05,C09,R03,4,332,220
T01188,2024-07-14,P04,C02,R02,5,1330,1050
T01189,2023-11-23,P02,C03,R04,1,209,139
T01190,2023-05-21,P01,C010,R02,3,708,450
T01191,2023-08-03,P02,C01,R02,4,752,504
T01192,2024-03-10,P05,C07,R04,5,450,330
T01193,2024-12-23,P02,C01,R01,1,169,116
T01194,2023-11-14,P04,C09,R03,5,1830,1185
T01195,2023-02-01,P01,C01,R01,3,789,558
T01196,2024-10-31,P04,C05,R04,4,1552,1040
T01197,2023-10-12,P01,C07,R02,4,1148,704
T01198,2023-11-01,P05,C03,R03,5,515,395
T01199,2024-03-04,P01,C09,R01,1,279,202
T01200,2024-04-21,P01,C08,R04,2,420,290
T01201,2023-10-13,P01,C03,R02,4,872,616
T01202,2023-05-24,P02,C05,R02,2,392,280
T01203,2024-02-28,P02,C07,R01,4,940,644
T01204,2023-01-19,P05,C04,R04,1,72,45
T01205,2023-01-18,P01,C05,R02,1,264,175
T01206,2024-08-12,P03,C03,R02,4,1324,936
T01207,2024-01-06,P05,C09,R03,5,355,280
T01208,2023-06-24,P01,C010,R02,1,233,160
T01209,2023-07-13,P01,C09,R01,1,185,145
T01210,2024-05-16,P02,C07,R04,3,621,465
T01211,2023-04-23,P05,C010,R04,1,96,69
T01212,2023-04-24,P01,C02,R03,3,642,405
T01213,2023-08-10,P01,C07,R04,1,260,186
T01214,2024-11-08,P05,C07,R01,1,89,64
T01215,2024-10-05,P03,C05,R02,5,1350,935
T01216,2023-09-21,P05,C09,R03,5,370,280
T01217,2023-02-24,P05,C03,R04,1,81,55
T01218,2024-10-04,P03,C04,R03,4,964,724
T01219,2024-04-02,P05,C01,R03,4,452,360
T01220,2023-06-11,P01,C06,R04,1,199,139
T01221,2024-01-15,P05,C04,R03,4,404,244
T01222,2023-03-28,P03,C01,R04,1,204,135
T01223,2023-02-24,P04,C02,R01,5,1715,1080
T01224,2024-04-20,P05,C03,R04,2,232,144
T01225,2023-06-27,P02,C09,R02,3,558,435
T01226,2024-01-26,P01,C08,R04,4,1032,688
T01227,2023-12-15,P01,C07,R02,4,748,508
T01228,2023-01-08,P02,C04,R03,5,800,610
T01229,2023-11-09,P02,C01,R04,4,684,436
T01230,2024-03-18,P05,C08,R02,1,72,54
T01231,2023-11-24,P02,C04,R04,1,245,147
T01232,2023-02-23,P04,C03,R04,2,784,610
T01233,2023-08-27,P03,C09,R04,2,490,366
T01234,2023-08-17,P02,C010,R01,2,384,276
T01235,2024-08-01,P02,C04,R02,1,152,103
T01236,2023-02-20,P04,C04,R01,2,620,412
T01237,2024-08-31,P01,C09,R01,2,434,342
T01238,2024-08-26,P01,C02,R02,1,221,165
T01239,2023-09-21,P05,C05,R04,5,490,305
T01240,2024-02-22,P04,C04,R01,4,1552,1156
T01241,2023-04-06,P03,C09,R01,3,720,453
T01242,2023-03-29,P03,C05,R01,1,322,210
T01243,2023-03-19,P04,C09,R04,1,312,187
T01244,2023-10-15,P03,C09,R01,3,678,441
T01245,2023-04-30,P01,C02,R03,3,747,540
T01246,2024-05-05,P03,C09,R02,2,612,482
T01247,2024-03-27,P03,C03,R03,3,705,513
T01248,2024-05-14,P04,C04,R04,4,1108,808
T01249,2023-06-14,P04,C01,R01,4,1392,1108
T01250,2023-07-01,P03,C01,R02,4,1284,784
T01251,2024-04-13,P02,C01,R01,4,848,540
T01252,2023-01-07,P04,C09,R04,4,1596,1264
T01253,2023-11-26,P05,C08,R02,2,150,96
T01254,2024-11-03,P05,C05,R03,1,84,60
T01255,2023-05-31,P01,C05,R02,3,768,489
T01256,2023-03-26,P03,C09,R01,1,223,149
T01257,2023-05-27,P02,C03,R02,3,738,501
T01258,2024-09-15,P01,C03,R04,2,446,270
T01259,2024-01-16,P03,C07,R04,2,538,360
T01260,2024-07-01,P04,C09,R02,5,1645,1045
T01261,2023-10-12,P05,C06,R04,5,500,365
T01262,2024-11-30,P02,C02,R04,2,320,252
T01263,2023-03-23,P05,C01,R04,2,180,136
T01264,2024-05-28,P04,C02,R03,3,1092,687
T01265,2024-12-09,P03,C01,R01,2,478,342
T01266,2024-06-06,P04,C010,R04,1,290,202
T01267,2024-01-21,P04,C010,R02,3,990,762
T01268,2024-12-07,P05,C09,R04,2,190,124
T01269,2024-04-15,P02,C010,R03,3,618,399
T01270,2023-04-29,P04,C08,R02,3,837,582
T01271,2024-01-31,P05,C07,R01,4,376,296
T01272,2024-06-15,P02,C03,R02,5,925,700
T01273,2023-09-18,P03,C08,R02,3,609,405
T01274,2023-09-13,P03,C02,R02,3,930,690
T01275,2023-08-14,P01,C02,R02,4,972,636
T01276,2023-02-22,P05,C010,R04,2,224,154
T01277,2024-05-14,P02,C03,R01,3,522,363
T01278,2024-05-20,P04,C07,R04,4,1172,752
T01279,2023-12-30,P03,C01,R03,1,343,215
T01280,2023-10-07,P02,C08,R03,4,660,512
T01281,2024-08-15,P05,C07,R02,5,450,320
T01282,2024-12-14,P01,C04,R04,5,1095,860
T01283,2023-06-07,P03,C05,R04,2,530,382
T01284,2024-09-23,P02,C010,R01,2,440,312
T01285,2023-02-28,P02,C01,R01,5,765,525
T01286,2024-12-27,P02,C04,R01,5,1245,750
T01287,2023-05-08,P05,C01,R04,3,306,228
T01288,2024-12-21,P05,C01,R01,5,385,295
T01289,2023-04-25,P05,C010,R01,2,210,156
T01290,2023-07-28,P04,C01,R01,5,1415,1025
T01291,2024-06-09,P02,C07,R02,2,302,228
T01292,2024-06-04,P03,C07,R03,1,342,229
T01293,2024-07-05,P05,C04,R03,5,510,335
T01294,2023-08-25,P05,C02,R04,2,146,110
T01295,2023-10-08,P02,C03,R04,4,900,648
T01296,2023-12-25,P05,C08,R02,3,273,189
T01297,2023-07-20,P04,C08,R03,2,694,520
T01298,2023-10-05,P04,C06,R01,5,1765,1195
T01299,2023-08-23,P05,C010,R01,5,460,325
T01300,2024-05-08,P02,C09,R04,1,213,131
T01301,2023-01-04,P02,C09,R03,4,668,412
T01302,2024-10-27,P02,C04,R04,2,420,276
T01303,2024-03-17,P01,C01,R04,4,796,592
T01304,2023-01-29,P05,C01,R01,1,105,73
T01305,2023-04-19,P02,C010,R01,3,741,528
T01306,2024-09-01,P04,C05,R03,4,1420,916
T01307,2024-12-27,P03,C02,R04,1,207,132
T01308,2023-03-16,P03,C06,R02,2,640,390
T01309,2023-05-26,P02,C07,R03,3,732,534
T01310,2023-05-08,P03,C01,R04,5,1320,865
T01311,2023-02-11,P03,C06,R03,1,224,136
T01312,2023-12-22,P01,C08,R03,5,1420,995
T01313,2023-02-10,P04,C05,R03,3,942,702
T01314,2023-02-03,P04,C07,R02,1,355,278
T01315,2023-01-17,P01,C010,R02,1,255,182
T01316,2024-11-07,P01,C06,R01,3,585,405
T01317,2023-06-02,P03,C04,R01,2,428,284
T01318,2024-01-13,P05,C07,R04,1,103,75
T01319,2024-08-10,P03,C010,R03,3,894,702
T01320,2024-08-21,P01,C09,R04,4,792,516
T01321,2024-09-20,P04,C010,R01,5,1595,1085
T01322,2023-12-08,P03,C010,R02,1,295,203
T01323,2023-01-27,P05,C07,R01,4,324,216
T01324,2023-10-14,P03,C05,R04,1,262,190
T01325,2024-10-07,P02,C07,R01,2,418,312
T01326,2024-12-31,P03,C03,R04,3,612,465
T01327,2023-06-17,P01,C02,R04,1,241,146
T01328,2024-09-01,P04,C05,R04,3,1041,729
T01329,2023-09-25,P04,C04,R04,1,386,276
T01330,2024-03-30,P01,C05,R01,2,416,324
T01331,2024-11-15,P02,C08,R04,2,352,242
T01332,2024-02-05,P01,C04,R04,4,1040,812
T01333,2024-04-20,P03,C09,R03,2,424,270
T01334,2024-12-02,P01,C07,R04,3,774,546
T01335,2024-09-25,P01,C010,R01,2,362,288
T01336,2024-07-11,P02,C07,R04,1,162,122
T01337,2024-07-29,P03,C08,R02,2,492,302
T01338,2023-05-10,P05,C06,R02,3,252,177
T01339,2023-12-29,P05,C08,R04,1,107,64
T01340,2024-12-05,P04,C03,R02,4,1048,792
T01341,2024-11-23,P01,C010,R02,4,1184,900
T01342,2023-10-19,P04,C010,R01,4,1168,808
T01343,2024-01-06,P02,C01,R03,1,228,143
T01344,2023-01-29,P05,C06,R02,4,396,268
T01345,2023-05-29,P01,C01,R02,2,390,244
T01346,2023-10-23,P02,C09,R03,1,200,140
T01347,2023-01-11,P02,C02,R03,1,181,135
T01348,2024-05-26,P01,C02,R02,1,235,149
T01349,2024-11-06,P02,C07,R04,5,830,555
T01350,2023-04-23,P01,C02,R02,3,660,423
T01351,2023-07-06,P01,C010,R04,5,1035,780
T01352,2023-08-15,P03,C08,R04,5,1000,715
T01353,2023-11-06,P04,C06,R04,5,1340,1030
T01354,2023-04-08,P02,C07,R03,3,651,483
T01355,2023-02-24,P02,C07,R02,5,950,705
T01356,2024-09-14,P03,C06,R02,4,932,740
T01357,2024-10-25,P03,C010,R01,1,325,201
T01358,2024-02-10,P03,C09,R03,1,309,204
T01359,2023-03-10,P05,C09,R01,2,204,136
T01360,2023-11-08,P05,C07,R01,4,304,184
T01361,2023-10-16,P05,C09,R04,3,306,204
T01362,2024-07-01,P01,C010,R03,1,289,207
T01363,2023-05-28,P02,C03,R01,5,900,565
T01364,2024-04-11,P04,C03,R02,2,734,568
T01365,2023-09-01,P01,C01,R01,2,478,334
T01366,2024-05-05,P02,C05,R03,1,249,151
T01367,2024-05-21,P02,C04,R02,4,840,576
T01368,2023-12-31,P03,C02,R02,2,514,342
T01369,2024-04-26,P03,C09,R02,1,209,137
T01370,2023-07-20,P01,C03,R04,4,936,568
T01371,2023-06-03,P03,C08,R02,1,317,224
T01372,2024-03-25,P02,C06,R04,1,224,137
T01373,2024-05-15,P03,C05,R04,4,1196,904
T01374,2023-03-14,P05,C01,R01,4,476,336
T01375,2024-12-13,P03,C04,R01,4,1184,748
T01376,2023-10-23,P02,C03,R02,1,157,96
T01377,2023-01-17,P01,C01,R03,2,476,334
T01378,2024-10-02,P04,C05,R02,3,921,717
T01379,2023-08-05,P03,C06,R01,3,1017,729
T01380,2023-03-02,P02,C02,R02,1,198,134
T01381,2024-09-07,P04,C03,R01,1,303,185
T01382,2023-02-11,P04,C06,R02,2,596,382
T01383,2023-01-25,P05,C04,R03,4,320,240
T01384,2023-02-08,P04,C09,R02,1,375,296
T01385,2023-05-11,P02,C05,R03,5,850,520
T01386,2024-05-12,P02,C04,R03,4,708,428
T01387,2023-08-17,P03,C02,R02,1,251,154
T01388,2023-04-18,P03,C06,R03,5,1445,1035
T01389,2023-06-21,P03,C010,R03,2,522,392
T01390,2024-03-10,P04,C02,R01,5,1905,1220
T01391,2024-04-22,P04,C07,R01,1,348,250
T01392,2023-04-12,P05,C03,R03,3,288,183
T01393,2024-06-07,P03,C09,R04,1,336,259
T01394,2023-10-02,P01,C05,R02,3,888,681
T01395,2024-09-04,P05,C08,R03,2,128,78
T01396,2023-02-13,P01,C06,R02,2,516,374
T01397,2023-01-17,P04,C010,R01,4,1560,1184
T01398,2023-11-26,P05,C08,R02,4,396,304
T01399,2024-07-22,P05,C03,R03,3,228,153
T01400,2024-05-11,P02,C03,R03,3,744,489
T01401,2023-01-12,P04,C05,R03,2,614,454
T01402,2023-11-14,P04,C010,R03,5,1490,1140
T01403,2024-08-14,P05,C03,R04,3,252,201
T01404,2023-08-04,P04,C08,R04,3,1110,690
T01405,2023-12-05,P05,C010,R04,5,380,290
T01406,2024-10-22,P02,C08,R03,4,636,392
T01407,2023-03-22,P05,C02,R04,4,336,220
T01408,2024-12-27,P04,C04,R02,3,939,747
T01409,2024-04-29,P04,C010,R03,4,1068,720
T01410,2024-01-09,P05,C01,R01,4,432,300
T01411,2024-12-10,P05,C04,R03,4,468,308
T01412,2023-07-19,P05,C04,R02,2,196,138
T01413,2024-06-20,P03,C010,R04,1,302,235
T01414,2024-04-10,P04,C09,R03,3,888,675
T01415,2023-03-30,P04,C03,R04,3,999,759
T01416,2023-09-25,P03,C02,R03,2,514,348
T01417,2024-10-16,P05,C09,R02,1,92,59
T01418,2024-07-24,P02,C09,R03,1,161,128
T01419,2024-05-03,P05,C01,R04,2,204,152
T01420,2024-06-21,P05,C06,R04,5,510,380
T01421,2023-02-16,P03,C010,R02,5,1555,1065
T01422,2023-10-15,P04,C08,R03,1,315,230
T01423,2023-01-16,P05,C03,R01,5,425,275
T01424,2024-12-11,P04,C09,R03,5,1615,1165
T01425,2024-02-05,P01,C02,R02,5,1275,980
T01426,2023-03-27,P04,C06,R01,1,280,214
T01427,2023-09-07,P02,C01,R02,5,1165,840
T01428,2024-01-26,P02,C07,R03,3,471,288
T01429,2023-12-01,P05,C03,R01,1,108,78
T01430,2024-09-20,P04,C07,R02,2,604,466
T01431,2024-06-02,P05,C04,R04,5,440,295
T01432,2023-05-17,P03,C09,R01,4,1352,932
T01433,2024-11-18,P02,C05,R01,1,167,132
T01434,2024-05-12,P05,C03,R02,2,216,170
T01435,2024-12-27,P03,C08,R04,3,978,600
T01436,2024-04-21,P05,C06,R01,2,230,138
T01437,2024-08-16,P04,C02,R02,5,1625,985
T01438,2023-08-11,P04,C03,R01,4,1360,824
T01439,2024-01-07,P04,C08,R01,5,1725,1045
T01440,2024-02-06,P04,C010,R01,2,648,398
T01441,2024-03-18,P01,C07,R04,1,282,212
T01442,2024-05-04,P03,C010,R03,4,1352,1032
T01443,2024-09-06,P03,C06,R03,4,1244,944
T01444,2023-09-30,P04,C01,R04,2,672,500
T01445,2024-06-09,P01,C09,R04,5,1455,1130
T01446,2023-06-08,P04,C03,R02,2,662,518
T01447,2023-06-01,P01,C05,R01,4,820,532
T01448,2024-09-11,P04,C07,R04,2,730,462
T01449,2023-07-07,P02,C07,R02,4,748,540
T01450,2023-04-08,P02,C03,R03,5,830,545
T01451,2023-05-11,P05,C04,R03,1,81,49
T01452,2023-06-20,P04,C010,R03,1,347,234
T01453,2023-07-02,P03,C07,R03,2,544,352
T01454,2023-12-30,P05,C08,R02,4,408,280
T01455,2023-02-08,P02,C02,R01,1,183,128
T01456,2024-06-10,P04,C09,R02,4,1596,968
T01457,2024-05-11,P05,C07,R01,5,465,365
T01458,2024-05-30,P04,C08,R03,2,728,526
T01459,2023-12-15,P02,C06,R04,4,912,716
T01460,2024-02-01,P05,C06,R04,2,200,158
T01461,2024-12-22,P02,C09,R04,4,816,644
T01462,2023-06-10,P01,C04,R01,4,1000,772
T01463,2023-01-16,P02,C05,R03,5,995,790
T01464,2024-05-07,P04,C09,R02,2,528,366
T01465,2024-03-01,P03,C01,R04,3,702,447
T01466,2023-04-18,P02,C04,R01,4,908,556
T01467,2024-03-25,P03,C07,R04,4,1328,956
T01468,2023-11-07,P01,C09,R02,1,194,145
T01469,2023-06-19,P05,C010,R03,2,208,134
T01470,2024-06-29,P05,C06,R02,3,183,132
T01471,2024-02-18,P03,C08,R03,5,1115,715
T01472,2023-09-08,P05,C09,R03,3,309,231
T01473,2023-05-21,P02,C010,R03,5,1160,920
T01474,2023-10-01,P03,C04,R04,3,606,459
T01475,2024-02-20,P04,C01,R02,3,1137,894
T01476,2024-08-30,P02,C08,R04,2,416,252
T01477,2023-02-08,P02,C02,R02,1,222,144
T01478,2023-01-29,P02,C01,R01,3,489,303
T01479,2024-04-21,P04,C07,R01,4,1308,1008
T01480,2023-11-14,P01,C010,R02,4,1052,704
T01481,2023-09-02,P05,C09,R02,4,468,300
T01482,2024-11-27,P03,C09,R02,1,279,183
T01483,2023-09-29,P01,C03,R02,3,621,411
T01484,2024-03-15,P03,C06,R03,5,1505,985
T01485,2023-08-27,P05,C07,R04,5,465,335
T01486,2024-01-12,P04,C010,R03,2,588,360
T01487,2023-09-23,P02,C09,R04,1,184,114
T01488,2023-12-25,P02,C02,R04,3,510,315
T01489,2023-12-06,P04,C08,R04,4,1380,912
T01490,2024-01-24,P01,C07,R03,1,235,186
T01491,2024-07-30,P01,C04,R02,1,227,168
T01492,2024-11-19,P03,C02,R03,3,1026,729
T01493,2023-01-03,P04,C08,R03,2,584,428
T01494,2024-03-04,P01,C05,R04,2,424,292
T01495,2023-05-22,P04,C06,R01,2,778,600
T01496,2024-01-11,P05,C07,R01,4,360,252
T01497,2024-10-31,P02,C010,R03,4,732,572
T01498,2023-11-20,P02,C01,R04,3,603,459
T01499,2023-05-26,P02,C08,R03,2,454,344
T01500,2023-10-20,P04,C04,R03,3,1152,717
T01501,2024-10-26,P04,C09,R02,2,594,430
T01502,2024-03-07,P03,C01,R04,1,278,184
T01503,2024-12-05,P02,C02,R01,5,765,570
T01504,2024-08-07,P03,C06,R01,5,1590,1185
T01505,2024-02-03,P02,C010,R01,2,470,342
T01506,2023-12-10,P03,C01,R03,3,885,534
T01507,2023-05-20,P03,C04,R04,4,1184,784
T01508,2023-07-06,P05,C08,R02,2,224,170
T01509,2023-03-02,P03,C010,R01,2,492,326
T01510,2024-01-15,P04,C05,R04,4,1484,1136
T01511,2024-12-10,P03,C09,R01,2,586,390
T01512,2024-03-15,P02,C06,R02,1,192,145
T01513,2023-11-15,P03,C01,R04,4,992,760
T01514,2023-10-29,P01,C06,R03,1,197,139
T01515,2023-12-10,P02,C06,R03,5,775,615
T01516,2023-01-11,P01,C06,R01,4,1136,796
T01517,2023-03-03,P02,C08,R01,4,880,560
T01518,2023-08-14,P04,C06,R04,3,1098,702
T01519,2023-06-02,P04,C05,R02,3,843,600
T01520,2024-12-11,P04,C02,R01,4,1384,852
T01521,2024-07-17,P01,C04,R04,5,1125,790
T01522,2024-07-24,P05,C010,R02,2,206,150
T01523,2024-08-06,P02,C05,R01,3,471,291
T01524,2024-10-21,P04,C010,R01,5,1475,1045
T01525,2024-07-28,P02,C04,R04,5,1005,705
T01526,2023-11-06,P01,C02,R01,3,831,591
T01527,2023-08-31,P05,C07,R03,2,144,112
T01528,2024-05-07,P01,C010,R02,3,657,465
T01529,2024-01-01,P02,C010,R02,5,1050,675
T01530,2023-11-26,P05,C02,R03,1,108,74
T01531,2023-04-17,P05,C01,R04,3,309,186
T01532,2023-08-14,P01,C05,R03,5,1190,715
T01533,2023-08-06,P04,C01,R03,3,780,618
T01534,2024-05-20,P02,C01,R02,5,975,630
T01535,2023-09-16,P03,C01,R04,2,466,284
T01536,2024-05-31,P03,C06,R01,5,1670,1205
T01537,2023-02-23,P01,C09,R03,4,944,724
T01538,2023-02-16,P02,C010,R03,1,242,156
T01539,2024-12-27,P02,C01,R04,5,770,585
T01540,2024-11-19,P01,C05,R03,3,642,480
T01541,2024-06-04,P02,C09,R04,3,627,429
T01542,2023-04-09,P04,C09,R01,5,1395,1015
T01543,2023-01-20,P01,C01,R04,4,960,692
T01544,2024-07-26,P04,C08,R01,5,1485,1055
T01545,2024-05-04,P02,C01,R04,2,484,354
T01546,2024-02-23,P01,C08,R03,4,988,640
T01547,2024-11-20,P02,C01,R01,5,885,675
T01548,2023-03-03,P01,C05,R03,1,182,144
T01549,2023-05-25,P02,C08,R01,4,672,532
T01550,2023-08-04,P04,C06,R04,5,1330,935
T01551,2023-01-03,P04,C09,R04,1,370,291
T01552,2023-06-09,P02,C01,R04,5,995,725
T01553,2023-04-30,P01,C09,R02,2,460,306
T01554,2023-03-30,P03,C01,R02,3,795,498
T01555,2023-11-25,P04,C010,R01,5,1845,1155
T01556,2024-08-02,P04,C010,R02,4,1364,912
T01557,2023-12-23,P03,C03,R04,5,1255,905
T01558,2024-09-01,P02,C01,R02,5,1215,905
T01559,2023-09-24,P01,C03,R02,5,1150,695
T01560,2024-09-08,P02,C02,R03,5,1235,945
T01561,2023-11-19,P05,C02,R01,4,316,188
T01562,2024-09-26,P04,C09,R01,4,1092,748
T01563,2024-06-24,P05,C08,R01,5,510,370
T01564,2024-10-10,P04,C01,R02,3,999,648
T01565,2023-07-14,P04,C04,R04,5,1715,1125
T01566,2023-11-28,P05,C01,R03,4,360,232
T01567,2023-06-19,P05,C01,R01,2,230,172
T01568,2024-06-04,P02,C04,R02,5,890,560
T01569,2024-04-07,P05,C02,R04,5,300,190
T01570,2023-02-09,P02,C03,R03,5,915,675
T01571,2024-06-20,P02,C09,R03,5,780,515
T01572,2023-09-18,P02,C02,R01,1,185,131
T01573,2024-01-30,P04,C04,R01,5,1645,1240
T01574,2023-08-14,P04,C01,R04,4,1348,824
T01575,2023-05-04,P05,C02,R02,4,392,252
T01576,2023-02-07,P04,C05,R04,1,333,237
T01577,2023-11-24,P05,C010,R01,5,500,325
T01578,2023-09-08,P04,C01,R04,3,810,600
T01579,2023-06-25,P01,C07,R02,5,1030,800
T01580,2024-08-24,P01,C04,R03,4,868,624
T01581,2024-03-29,P05,C06,R03,2,130,102
T01582,2023-02-06,P04,C08,R03,2,760,490
T01583,2023-11-12,P04,C06,R03,3,1053,639
T01584,2024-11-18,P02,C02,R01,5,895,625
T01585,2024-08-15,P03,C01,R01,1,230,152
T01586,2023-04-24,P05,C08,R02,5,390,280
T01587,2023-02-09,P03,C08,R02,3,870,579
T01588,2023-10-28,P03,C09,R02,3,678,489
T01589,2023-08-12,P05,C06,R02,3,318,201
T01590,2023-11-14,P04,C01,R04,2,532,376
